id,Timestamp,type,X,Y,chkcount,gsize
524698,2014-6-08 08:25:10,check-in,63,99,23,2
524840,2014-6-08 08:50:27,check-in,63,99,11,2
524889,2014-6-08 08:47:02,check-in,63,99,23,3
524922,2014-6-08 08:03:14,check-in,63,99,10,7
525149,2014-6-08 09:51:06,check-in,63,99,6,6
525168,2014-6-08 09:38:30,check-in,63,99,8,7
525272,2014-6-08 08:11:52,check-in,63,99,17,10
525323,2014-6-08 08:00:19,check-in,63,99,22,16
525464,2014-6-08 09:59:19,check-in,63,99,6,4
525690,2014-6-08 08:49:01,check-in,99,77,14,4
525828,2014-6-08 08:20:34,check-in,63,99,18,2
525889,2014-6-08 08:35:05,check-in,63,99,13,4
526065,2014-6-08 08:04:18,check-in,63,99,14,5
526361,2014-6-08 08:48:55,check-in,0,67,17,4
526481,2014-6-08 08:34:22,check-in,99,77,28,4
526530,2014-6-08 08:08:32,check-in,63,99,13,4
526649,2014-6-08 08:40:56,check-in,63,99,14,2
526691,2014-6-08 08:36:49,check-in,99,77,15,1
527263,2014-6-08 08:57:07,check-in,63,99,22,6
527615,2014-6-08 08:10:33,check-in,63,99,8,5
527693,2014-6-08 08:08:31,check-in,0,67,18,1
527768,2014-6-08 08:04:12,check-in,0,67,17,3
528118,2014-6-08 08:44:42,check-in,0,67,10,4
528510,2014-6-08 08:34:13,check-in,63,99,11,3
528516,2014-6-08 08:11:59,check-in,99,77,11,4
528530,2014-6-08 08:07:50,check-in,63,99,18,1
528981,2014-6-08 08:40:08,check-in,63,99,18,17
529543,2014-6-08 09:45:37,check-in,63,99,15,36
529662,2014-6-08 08:13:59,check-in,0,67,11,4
530079,2014-6-08 10:59:41,check-in,99,77,16,4
530390,2014-6-08 08:20:35,check-in,0,67,12,4
530499,2014-6-08 09:22:55,check-in,63,99,16,33
530908,2014-6-08 08:40:28,check-in,0,67,31,9
531144,2014-6-08 08:29:33,check-in,99,77,15,5
531594,2014-6-08 08:17:19,check-in,99,77,19,4
531824,2014-6-08 08:25:10,check-in,63,99,20,8
531900,2014-6-08 08:04:50,check-in,63,99,19,5
532203,2014-6-08 09:57:58,check-in,99,77,10,1
532358,2014-6-08 08:09:11,check-in,0,67,24,3
532442,2014-6-08 08:46:34,check-in,0,67,25,7
533015,2014-6-08 08:44:53,check-in,0,67,14,1
533093,2014-6-08 08:07:41,check-in,99,77,14,4
533215,2014-6-08 08:17:58,check-in,63,99,14,4
533656,2014-6-08 08:45:20,check-in,0,67,24,5
533798,2014-6-08 08:25:10,check-in,63,99,20,8
534574,2014-6-08 08:36:49,check-in,63,99,7,4
535082,2014-6-08 08:51:22,check-in,99,77,9,1
535703,2014-6-08 08:07:42,check-in,0,67,18,1
535955,2014-6-08 08:10:31,check-in,63,99,12,8
536330,2014-6-08 08:45:20,check-in,63,99,22,7
537511,2014-6-08 08:13:16,check-in,0,67,14,2
537923,2014-6-08 08:13:58,check-in,63,99,27,4
538137,2014-6-08 08:04:49,check-in,99,77,13,4
538711,2014-6-08 08:12:56,check-in,63,99,14,1
539017,2014-6-08 08:06:52,check-in,99,77,28,1
539385,2014-6-08 08:55:12,check-in,63,99,8,3
539386,2014-6-08 08:46:34,check-in,0,67,25,7
539562,2014-6-08 08:52:05,check-in,0,67,20,4
539609,2014-6-08 08:46:17,check-in,0,67,17,3
539617,2014-6-08 08:18:44,check-in,0,67,19,1
539714,2014-6-08 08:01:49,check-in,0,67,17,4
539865,2014-6-08 08:30:24,check-in,63,99,36,6
540495,2014-6-08 08:48:42,check-in,63,99,18,7
540831,2014-6-08 08:39:27,check-in,0,67,18,4
540855,2014-6-08 08:02:35,check-in,99,77,16,4
540937,2014-6-08 09:18:05,check-in,63,99,20,34
541701,2014-6-08 08:47:38,check-in,63,99,8,4
542027,2014-6-08 08:42:41,check-in,63,99,6,6
543006,2014-6-08 09:32:42,check-in,63,99,17,36
543133,2014-6-08 08:43:27,check-in,0,67,12,4
543205,2014-6-08 08:05:08,check-in,63,99,16,5
543291,2014-6-08 08:58:21,check-in,99,77,14,2
543526,2014-6-08 08:47:35,check-in,63,99,9,4
543690,2014-6-08 09:18:05,check-in,63,99,20,34
544893,2014-6-08 08:16:52,check-in,99,77,16,4
545151,2014-6-08 08:06:38,check-in,0,67,12,4
545196,2014-6-08 08:55:14,check-in,63,99,20,1
545891,2014-6-08 08:26:24,check-in,99,77,13,4
546233,2014-6-08 08:51:27,check-in,0,67,22,4
546321,2014-6-08 08:56:10,check-in,63,99,22,4
546414,2014-6-08 08:47:24,check-in,0,67,12,5
546985,2014-6-08 08:48:29,check-in,0,67,21,4
547322,2014-6-08 09:35:43,check-in,63,99,18,31
547435,2014-6-08 08:15:11,check-in,99,77,10,2
547746,2014-6-08 09:51:06,check-in,63,99,24,43
547838,2014-6-08 08:10:31,check-in,63,99,18,18
547951,2014-6-08 08:48:42,check-in,63,99,18,7
548110,2014-6-08 08:31:21,check-in,63,99,26,5
548151,2014-6-08 08:40:32,check-in,63,99,16,2
548950,2014-6-08 08:32:18,check-in,99,77,17,1
549068,2014-6-08 08:15:55,check-in,99,77,15,1
549101,2014-6-08 08:18:10,check-in,63,99,11,4
549131,2014-6-08 08:29:17,check-in,63,99,16,5
549257,2014-6-08 08:40:22,check-in,0,67,14,3
549264,2014-6-08 08:11:02,check-in,99,77,29,5
549394,2014-6-08 14:06:05,check-in,63,99,22,4
549739,2014-6-08 09:51:06,check-in,63,99,24,43
549795,2014-6-08 08:21:42,check-in,63,99,22,11
549850,2014-6-08 08:16:32,check-in,63,99,18,16
550075,2014-6-08 08:11:40,check-in,63,99,14,4
550165,2014-6-08 08:11:23,check-in,63,99,12,5
550269,2014-6-08 08:26:57,check-in,99,77,8,6
550794,2014-6-08 08:49:49,check-in,0,67,15,3
550901,2014-6-08 08:21:53,check-in,0,67,19,5
551078,2014-6-08 08:37:08,check-in,63,99,18,1
551143,2014-6-08 08:50:35,check-in,99,77,12,3
551840,2014-6-08 08:16:32,check-in,63,99,20,9
551928,2014-6-08 08:15:34,check-in,99,77,28,6
551933,2014-6-08 09:09:50,check-in,0,67,18,42
552191,2014-6-08 08:48:45,check-in,63,99,14,3
552331,2014-6-08 09:22:52,check-in,63,99,18,34
552487,2014-6-08 08:19:17,check-in,0,67,17,20
552852,2014-6-08 08:28:48,check-in,99,77,19,2
552932,2014-6-08 08:43:00,check-in,63,99,17,3
553559,2014-6-08 08:40:54,check-in,99,77,9,5
553665,2014-6-08 08:59:09,check-in,99,77,17,4
554059,2014-6-08 08:16:32,check-in,63,99,22,7
554218,2014-6-08 09:37:46,check-in,99,77,13,1
554286,2014-6-08 08:11:37,check-in,63,99,18,20
554479,2014-6-08 08:09:04,check-in,63,99,13,5
555404,2014-6-08 09:10:28,check-in,63,99,24,44
556071,2014-6-08 08:21:32,check-in,99,77,28,5
556129,2014-6-08 08:57:38,check-in,63,99,14,3
556195,2014-6-08 08:30:19,check-in,99,77,16,3
556558,2014-6-08 08:02:29,check-in,63,99,19,3
557591,2014-6-08 08:42:36,check-in,0,67,21,3
557608,2014-6-08 08:59:50,check-in,0,67,16,1
557816,2014-6-08 08:38:37,check-in,0,67,13,3
557868,2014-6-08 08:32:11,check-in,63,99,9,1
557871,2014-6-08 08:24:14,check-in,63,99,16,3
557891,2014-6-08 08:52:32,check-in,99,77,10,4
558196,2014-6-08 08:28:55,check-in,99,77,18,4
558950,2014-6-08 08:22:23,check-in,63,99,21,1
559328,2014-6-08 08:30:31,check-in,99,77,14,3
559418,2014-6-08 08:40:08,check-in,63,99,18,17
560023,2014-6-08 08:48:42,check-in,63,99,14,12
560100,2014-6-08 08:33:20,check-in,99,77,17,1
560114,2014-6-08 08:27:31,check-in,0,67,23,1
560932,2014-6-08 09:45:03,check-in,0,67,12,4
561717,2014-6-08 08:38:52,check-in,99,77,20,4
562000,2014-6-08 08:16:32,check-in,63,99,21,9
562139,2014-6-08 08:46:42,check-in,0,67,23,2
562597,2014-6-08 08:11:42,check-in,0,67,13,1
562787,2014-6-08 08:54:25,check-in,63,99,17,5
562794,2014-6-08 08:36:39,check-in,63,99,20,1
562858,2014-6-08 08:29:47,check-in,0,67,14,5
563405,2014-6-08 08:35:49,check-in,0,67,10,2
563570,2014-6-08 08:36:03,check-in,0,67,10,4
563791,2014-6-08 08:10:19,check-in,99,77,9,3
564103,2014-6-08 09:16:16,check-in,63,99,22,34
564169,2014-6-08 08:52:09,check-in,63,99,29,1
564293,2014-6-08 08:12:07,check-in,63,99,14,4
564436,2014-6-08 08:27:48,check-in,0,67,23,3
564647,2014-6-08 08:40:08,check-in,63,99,19,18
564674,2014-6-08 09:41:06,check-in,63,99,10,7
564730,2014-6-08 08:48:39,check-in,63,99,31,2
564763,2014-6-08 08:40:08,check-in,63,99,19,18
564829,2014-6-08 08:10:32,check-in,63,99,13,3
565351,2014-6-08 08:54:50,check-in,63,99,20,1
565653,2014-6-08 08:22:50,check-in,0,67,12,1
565854,2014-6-08 08:04:09,check-in,0,67,35,2
566020,2014-6-08 08:30:59,check-in,99,77,26,4
566139,2014-6-08 08:40:35,check-in,63,99,19,14
566357,2014-6-08 08:11:52,check-in,63,99,20,7
566362,2014-6-08 08:29:25,check-in,63,99,5,6
567024,2014-6-08 09:22:36,check-in,63,99,11,3
567412,2014-6-08 08:44:48,check-in,0,67,19,4
567603,2014-6-08 08:44:19,check-in,99,77,15,4
567670,2014-6-08 08:54:47,check-in,0,67,12,4
568810,2014-6-08 09:11:23,check-in,99,77,20,39
568852,2014-6-08 08:55:14,check-in,0,67,17,3
569502,2014-6-08 08:53:14,check-in,0,67,18,4
569511,2014-6-08 09:57:33,check-in,63,99,9,5
569764,2014-6-08 08:34:41,check-in,0,67,10,4
570066,2014-6-08 08:06:54,check-in,99,77,15,5
570247,2014-6-08 09:09:50,check-in,0,67,18,42
570267,2014-6-08 08:43:12,check-in,99,77,9,3
570456,2014-6-08 08:53:09,check-in,63,99,8,4
570540,2014-6-08 08:45:42,check-in,99,77,14,3
570744,2014-6-08 08:22:48,check-in,99,77,18,3
570749,2014-6-08 08:56:00,check-in,99,77,32,1
571263,2014-6-08 08:25:27,check-in,63,99,25,2
571266,2014-6-08 17:47:06,check-in,99,77,3,4
571405,2014-6-08 08:09:17,check-in,99,77,18,4
571588,2014-6-08 08:51:00,check-in,99,77,15,1
573237,2014-6-08 08:54:11,check-in,0,67,8,1
573534,2014-6-08 08:48:40,check-in,63,99,11,1
573715,2014-6-08 08:19:31,check-in,99,77,24,3
573959,2014-6-08 08:36:10,check-in,0,67,18,1
574013,2014-6-08 08:00:23,check-in,63,99,17,2
574985,2014-6-08 14:36:04,check-in,63,99,8,5
575013,2014-6-08 08:52:53,check-in,0,67,24,2
575073,2014-6-08 08:17:40,check-in,99,77,19,1
575123,2014-6-08 08:21:23,check-in,63,99,15,3
575148,2014-6-08 08:57:58,check-in,63,99,8,5
575508,2014-6-08 09:10:25,check-in,0,67,21,1
575771,2014-6-08 08:45:10,check-in,63,99,14,8
576639,2014-6-08 08:13:45,check-in,63,99,23,4
576890,2014-6-08 09:33:10,check-in,63,99,10,5
576974,2014-6-08 08:20:43,check-in,99,77,12,6
577512,2014-6-08 08:21:42,check-in,63,99,17,7
577530,2014-6-08 08:00:33,check-in,63,99,24,1
577571,2014-6-08 08:44:33,check-in,99,77,18,1
577784,2014-6-08 08:59:27,check-in,0,67,10,2
578244,2014-6-08 08:53:22,check-in,0,67,8,4
578682,2014-6-08 08:48:16,check-in,63,99,19,3
578697,2014-6-08 09:10:28,check-in,63,99,24,44
579170,2014-6-08 08:36:35,check-in,0,67,17,2
579220,2014-6-08 08:23:29,check-in,0,67,29,5
579564,2014-6-08 08:16:32,check-in,63,99,14,11
579661,2014-6-08 08:27:29,check-in,0,67,13,3
579897,2014-6-08 08:43:59,check-in,0,67,25,4
579967,2014-6-08 08:25:27,check-in,63,99,25,2
580188,2014-6-08 08:04:42,check-in,63,99,10,3
580461,2014-6-08 08:15:01,check-in,63,99,25,4
580645,2014-6-08 08:00:52,check-in,63,99,11,4
580785,2014-6-08 08:38:05,check-in,63,99,21,13
580975,2014-6-08 08:07:13,check-in,63,99,30,3
581500,2014-6-08 08:58:26,check-in,63,99,25,3
581794,2014-6-08 08:38:05,check-in,63,99,21,13
582025,2014-6-08 09:16:16,check-in,63,99,22,34
582660,2014-6-08 08:35:05,check-in,99,77,9,4
583339,2014-6-08 08:40:28,check-in,0,67,22,9
583927,2014-6-08 08:21:42,check-in,63,99,21,8
583967,2014-6-08 08:55:24,check-in,99,77,20,4
584017,2014-6-08 08:40:03,check-in,0,67,12,3
584178,2014-6-08 08:18:27,check-in,99,77,22,2
584252,2014-6-08 09:33:10,check-in,63,99,10,5
584464,2014-6-08 08:54:50,check-in,0,67,28,5
584529,2014-6-08 08:00:34,check-in,63,99,15,4
584930,2014-6-08 08:35:33,check-in,63,99,20,3
584961,2014-6-08 09:22:52,check-in,63,99,18,34
585556,2014-6-08 08:19:37,check-in,0,67,14,3
585722,2014-6-08 09:31:02,check-in,99,77,12,1
586980,2014-6-08 08:10:33,check-in,63,99,8,5
587043,2014-6-08 08:04:41,check-in,99,77,13,5
587055,2014-6-08 08:17:54,check-in,0,67,18,1
587327,2014-6-08 08:45:20,check-in,0,67,24,5
587358,2014-6-08 08:04:09,check-in,0,67,35,2
587445,2014-6-08 08:01:31,check-in,99,77,22,18
587738,2014-6-08 09:10:28,check-in,63,99,24,44
588165,2014-6-08 08:13:06,check-in,99,77,22,5
588235,2014-6-08 08:22:22,check-in,0,67,17,2
588356,2014-6-08 08:56:28,check-in,63,99,15,4
588529,2014-6-08 08:58:37,check-in,99,77,19,4
588544,2014-6-08 09:57:51,check-in,63,99,19,44
588605,2014-6-08 08:34:27,check-in,99,77,24,5
588743,2014-6-08 08:36:04,check-in,63,99,12,4
589093,2014-6-08 08:15:20,check-in,63,99,16,2
589448,2014-6-08 09:09:50,check-in,0,67,18,42
589598,2014-6-08 08:45:10,check-in,63,99,17,13
590079,2014-6-08 08:47:19,check-in,0,67,41,3
590484,2014-6-08 08:13:58,check-in,63,99,23,4
590658,2014-6-08 08:09:37,check-in,63,99,19,3
590704,2014-6-08 08:31:49,check-in,63,99,13,2
590785,2014-6-08 08:52:13,check-in,99,77,27,3
590805,2014-6-08 08:45:20,check-in,63,99,16,7
590879,2014-6-08 08:51:12,check-in,0,67,5,1
590966,2014-6-08 08:23:04,check-in,99,77,15,4
591023,2014-6-08 08:41:12,check-in,63,99,13,7
591107,2014-6-08 08:34:51,check-in,63,99,28,5
591590,2014-6-08 08:29:18,check-in,63,99,10,4
591639,2014-6-08 08:56:31,check-in,0,67,12,2
591820,2014-6-08 08:30:24,check-in,63,99,32,8
592271,2014-6-08 08:39:40,check-in,99,77,17,5
592404,2014-6-08 08:30:12,check-in,63,99,10,1
592440,2014-6-08 08:28:27,check-in,99,77,13,2
593137,2014-6-08 08:55:33,check-in,99,77,13,3
593157,2014-6-08 08:03:22,check-in,63,99,14,2
593363,2014-6-08 08:02:08,check-in,0,67,9,4
593798,2014-6-08 09:03:02,check-in,99,77,19,1
594162,2014-6-08 09:11:23,check-in,99,77,20,39
594316,2014-6-08 08:26:27,check-in,99,77,17,2
594501,2014-6-08 08:04:49,check-in,99,77,10,3
595122,2014-6-08 08:29:45,check-in,0,67,19,5
595416,2014-6-08 09:48:51,check-in,0,67,12,42
595512,2014-6-08 09:11:23,check-in,99,77,20,39
595748,2014-6-08 08:12:55,check-in,63,99,12,4
596000,2014-6-08 08:12:29,check-in,99,77,14,2
596077,2014-6-08 08:29:26,check-in,99,77,26,2
596085,2014-6-08 09:45:37,check-in,63,99,15,36
596157,2014-6-08 08:49:12,check-in,99,77,22,4
596216,2014-6-08 09:35:43,check-in,63,99,18,31
596343,2014-6-08 08:50:37,check-in,0,67,13,3
596466,2014-6-08 08:19:24,check-in,63,99,14,3
596632,2014-6-08 08:49:53,check-in,0,67,27,4
596672,2014-6-08 08:52:39,check-in,0,67,8,1
596918,2014-6-08 08:24:36,check-in,63,99,27,5
597853,2014-6-08 08:20:43,check-in,99,77,9,4
598015,2014-6-08 08:03:09,check-in,0,67,19,4
598194,2014-6-08 08:51:26,check-in,99,77,12,3
598893,2014-6-08 08:09:08,check-in,99,77,30,4
598945,2014-6-08 08:51:43,check-in,0,67,13,1
599606,2014-6-08 08:21:22,check-in,63,99,14,3
599804,2014-6-08 08:37:40,check-in,99,77,9,1
600044,2014-6-08 08:51:45,check-in,0,67,23,1
600636,2014-6-08 08:00:33,check-in,63,99,30,3
600806,2014-6-08 08:15:52,check-in,63,99,10,2
601132,2014-6-08 08:12:18,check-in,0,67,14,4
601942,2014-6-08 08:36:36,check-in,99,77,20,4
602138,2014-6-08 08:40:08,check-in,63,99,15,9
602296,2014-6-08 08:16:19,check-in,63,99,29,7
603369,2014-6-08 08:51:54,check-in,99,77,24,2
603629,2014-6-08 08:47:02,check-in,99,77,19,1
603810,2014-6-08 09:18:05,check-in,63,99,20,34
605020,2014-6-08 08:34:58,check-in,63,99,13,3
605197,2014-6-08 08:41:02,check-in,63,99,25,3
605262,2014-6-08 08:34:37,check-in,63,99,11,3
605315,2014-6-08 10:54:54,check-in,63,99,11,6
605486,2014-6-08 08:50:37,check-in,0,67,13,3
606180,2014-6-08 08:09:23,check-in,99,77,16,4
606198,2014-6-08 08:12:22,check-in,63,99,15,2
607632,2014-6-08 08:47:41,check-in,63,99,20,5
607854,2014-6-08 08:29:18,check-in,63,99,16,2
608152,2014-6-08 08:41:21,check-in,99,77,10,3
608482,2014-6-08 08:24:04,check-in,0,67,8,7
609983,2014-6-08 08:29:41,check-in,63,99,12,2
610033,2014-6-08 09:48:51,check-in,0,67,12,42
610043,2014-6-08 08:04:34,check-in,63,99,12,3
610091,2014-6-08 08:17:58,check-in,63,99,14,4
610092,2014-6-08 08:13:40,check-in,63,99,21,3
610496,2014-6-08 09:22:52,check-in,63,99,18,34
610522,2014-6-08 08:52:01,check-in,63,99,21,3
610790,2014-6-08 08:01:49,check-in,0,67,17,4
610835,2014-6-08 08:07:44,check-in,99,77,14,4
611145,2014-6-08 08:04:42,check-in,63,99,10,3
611274,2014-6-08 13:41:30,check-in,63,99,5,3
611287,2014-6-08 08:56:23,check-in,63,99,7,5
611409,2014-6-08 08:16:24,check-in,99,77,20,1
611447,2014-6-08 09:32:42,check-in,63,99,17,36
611642,2014-6-08 08:03:01,check-in,0,67,20,4
611725,2014-6-08 08:19:43,check-in,99,77,16,5
611748,2014-6-08 08:03:47,check-in,63,99,23,4
612084,2014-6-08 08:45:51,check-in,0,67,12,2
612108,2014-6-08 08:31:01,check-in,63,99,24,2
612250,2014-6-08 09:41:06,check-in,63,99,10,7
612324,2014-6-08 08:57:07,check-in,63,99,24,7
612370,2014-6-08 08:39:17,check-in,63,99,15,2
612934,2014-6-08 08:30:57,check-in,99,77,12,2
612957,2014-6-08 08:01:29,check-in,0,67,18,4
612964,2014-6-08 08:39:39,check-in,63,99,14,4
613045,2014-6-08 08:12:18,check-in,0,67,14,4
613217,2014-6-08 08:31:23,check-in,99,77,21,4
613223,2014-6-08 08:21:44,check-in,0,67,14,3
613364,2014-6-08 08:00:11,check-in,0,67,19,3
613565,2014-6-08 08:11:52,check-in,63,99,20,7
613750,2014-6-08 08:57:07,check-in,63,99,29,5
613835,2014-6-08 09:22:55,check-in,63,99,16,33
613971,2014-6-08 08:45:13,check-in,63,99,24,3
614253,2014-6-08 08:08:48,check-in,63,99,9,5
614566,2014-6-08 08:13:55,check-in,63,99,15,1
615133,2014-6-08 08:43:45,check-in,63,99,15,5
615289,2014-6-08 08:21:53,check-in,0,67,19,5
615627,2014-6-08 08:52:26,check-in,63,99,15,1
616395,2014-6-08 08:28:21,check-in,63,99,10,3
616886,2014-6-08 08:57:38,check-in,63,99,26,3
617164,2014-6-08 08:52:02,check-in,0,67,18,5
617404,2014-6-08 08:12:10,check-in,63,99,21,4
617592,2014-6-08 08:19:17,check-in,0,67,26,10
617679,2014-6-08 08:57:07,check-in,63,99,20,6
617788,2014-6-08 08:50:22,check-in,0,67,13,1
617956,2014-6-08 08:04:45,check-in,63,99,16,1
617974,2014-6-08 08:14:10,check-in,99,77,24,4
618091,2014-6-08 08:26:10,check-in,99,77,20,4
618369,2014-6-08 08:03:30,check-in,0,67,19,2
618380,2014-6-08 08:07:58,check-in,99,77,9,4
618704,2014-6-08 08:05:39,check-in,63,99,28,7
618887,2014-6-08 08:16:19,check-in,63,99,30,7
619064,2014-6-08 08:29:08,check-in,0,67,22,4
619301,2014-6-08 09:22:52,check-in,63,99,18,34
619341,2014-6-08 08:14:10,check-in,99,77,22,3
619428,2014-6-08 08:44:48,check-in,63,99,7,5
619449,2014-6-08 08:18:53,check-in,63,99,18,4
619857,2014-6-08 08:39:53,check-in,99,77,12,3
620119,2014-6-08 08:29:30,check-in,63,99,15,4
620184,2014-6-08 08:45:20,check-in,63,99,16,7
620186,2014-6-08 08:37:59,check-in,63,99,19,8
620478,2014-6-08 08:48:53,check-in,63,99,13,1
620669,2014-6-08 08:27:01,check-in,63,99,11,3
620699,2014-6-08 08:49:58,check-in,99,77,16,4
621318,2014-6-08 08:05:08,check-in,63,99,16,5
621499,2014-6-08 08:59:04,check-in,63,99,18,3
621723,2014-6-08 09:22:55,check-in,63,99,16,33
622118,2014-6-08 08:33:25,check-in,63,99,11,4
623702,2014-6-08 10:07:39,check-in,63,99,14,6
624187,2014-6-08 08:14:01,check-in,99,77,17,3
624375,2014-6-08 08:24:33,check-in,63,99,13,2
624494,2014-6-08 08:07:05,check-in,63,99,14,3
625062,2014-6-08 08:24:36,check-in,63,99,27,5
625289,2014-6-08 08:48:54,check-in,63,99,12,3
625731,2014-6-08 08:38:55,check-in,99,77,14,3
625981,2014-6-08 08:28:52,check-in,0,67,15,4
626177,2014-6-08 08:00:19,check-in,63,99,26,7
627378,2014-6-08 08:54:01,check-in,63,99,11,3
627477,2014-6-08 08:28:25,check-in,99,77,17,3
627904,2014-6-08 08:47:41,check-in,63,99,17,5
628480,2014-6-08 08:50:43,check-in,63,99,15,1
628661,2014-6-08 08:16:32,check-in,63,99,18,16
628864,2014-6-08 08:44:23,check-in,0,67,15,4
629314,2014-6-08 08:16:08,check-in,63,99,13,3
629339,2014-6-08 08:00:36,check-in,99,77,15,1
629930,2014-6-08 08:17:51,check-in,63,99,16,3
630239,2014-6-08 08:57:07,check-in,63,99,29,5
630304,2014-6-08 08:15:21,check-in,63,99,20,3
630410,2014-6-08 08:29:09,check-in,63,99,13,3
630509,2014-6-08 08:59:42,check-in,99,77,21,4
630617,2014-6-08 08:56:42,check-in,0,67,17,6
631146,2014-6-08 08:38:59,check-in,99,77,16,1
631684,2014-6-08 08:45:20,check-in,63,99,15,14
632432,2014-6-08 08:11:38,check-in,63,99,20,2
633081,2014-6-08 08:52:03,check-in,99,77,11,3
633804,2014-6-08 08:50:05,check-in,99,77,11,5
634474,2014-6-08 08:29:31,check-in,99,77,13,4
634799,2014-6-08 08:29:07,check-in,0,67,35,4
634880,2014-6-08 08:10:31,check-in,63,99,18,18
635075,2014-6-08 08:31:53,check-in,63,99,16,1
635721,2014-6-08 08:18:31,check-in,63,99,6,5
636327,2014-6-08 08:45:56,check-in,99,77,25,5
636407,2014-6-08 09:53:22,check-in,63,99,8,5
636823,2014-6-08 08:40:08,check-in,63,99,19,18
637018,2014-6-08 08:40:57,check-in,99,77,23,4
637270,2014-6-08 08:09:27,check-in,99,77,26,3
637544,2014-6-08 08:47:36,check-in,99,77,24,1
637588,2014-6-08 09:22:52,check-in,63,99,18,34
637839,2014-6-08 08:20:54,check-in,63,99,13,1
637878,2014-6-08 08:49:49,check-in,0,67,30,4
638668,2014-6-08 08:31:46,check-in,0,67,15,2
638913,2014-6-08 08:04:41,check-in,99,77,13,5
639120,2014-6-08 08:34:54,check-in,99,77,30,2
639148,2014-6-08 08:50:00,check-in,99,77,11,4
639721,2014-6-08 08:07:15,check-in,0,67,14,3
639730,2014-6-08 08:14:15,check-in,99,77,8,3
640169,2014-6-08 08:29:24,check-in,63,99,14,3
640448,2014-6-08 08:40:08,check-in,63,99,15,9
640518,2014-6-08 08:04:06,check-in,63,99,24,1
640904,2014-6-08 08:03:28,check-in,99,77,24,3
641397,2014-6-08 08:57:16,check-in,63,99,13,2
641516,2014-6-08 13:29:47,check-in,63,99,5,2
642580,2014-6-08 08:28:36,check-in,99,77,15,3
642727,2014-6-08 08:31:48,check-in,63,99,7,3
642869,2014-6-08 08:59:24,check-in,63,99,15,3
643417,2014-6-08 08:24:14,check-in,99,77,17,4
643918,2014-6-08 08:18:32,check-in,63,99,18,1
643997,2014-6-08 09:43:32,check-in,63,99,6,4
644080,2014-6-08 08:16:19,check-in,63,99,30,7
644244,2014-6-08 08:37:16,check-in,0,67,26,1
644885,2014-6-08 08:45:32,check-in,99,77,1,8
645116,2014-6-08 08:41:46,check-in,63,99,12,5
645229,2014-6-08 08:33:58,check-in,99,77,12,2
645268,2014-6-08 09:59:19,check-in,63,99,6,4
645300,2014-6-08 08:45:20,check-in,63,99,17,8
645418,2014-6-08 08:09:37,check-in,63,99,19,3
645755,2014-6-08 08:54:50,check-in,63,99,13,5
646143,2014-6-08 08:17:36,check-in,99,77,31,3
646245,2014-6-08 09:10:28,check-in,63,99,24,44
646337,2014-6-08 08:14:28,check-in,99,77,12,2
646717,2014-6-08 08:54:46,check-in,63,99,6,6
646993,2014-6-08 08:15:30,check-in,0,67,17,3
647120,2014-6-08 08:26:19,check-in,99,77,22,4
647471,2014-6-08 09:57:23,check-in,99,77,17,35
647535,2014-6-08 08:40:28,check-in,0,67,29,7
647574,2014-6-08 08:38:34,check-in,0,67,11,1
647751,2014-6-08 08:20:33,check-in,63,99,12,3
647774,2014-6-08 08:57:38,check-in,63,99,14,3
648000,2014-6-08 08:55:28,check-in,0,67,19,4
648291,2014-6-08 08:52:32,check-in,99,77,10,4
648793,2014-6-08 08:00:22,check-in,63,99,18,2
649155,2014-6-08 08:48:48,check-in,99,77,15,5
649981,2014-6-08 08:21:44,check-in,0,67,18,5
650064,2014-6-08 08:34:51,check-in,63,99,28,5
650127,2014-6-08 08:15:01,check-in,63,99,12,3
650299,2014-6-08 08:06:10,check-in,0,67,20,5
650501,2014-6-08 08:18:49,check-in,63,99,11,3
650800,2014-6-08 08:23:48,check-in,63,99,16,4
651100,2014-6-08 08:19:17,check-in,0,67,16,19
651191,2014-6-08 09:18:05,check-in,63,99,20,34
651242,2014-6-08 08:46:06,check-in,63,99,15,4
651308,2014-6-08 09:32:42,check-in,63,99,17,36
651523,2014-6-08 08:37:04,check-in,0,67,28,2
651835,2014-6-08 08:46:28,check-in,99,77,33,6
651950,2014-6-08 08:44:33,check-in,0,67,22,3
652247,2014-6-08 08:48:13,check-in,63,99,16,4
653824,2014-6-08 08:08:13,check-in,63,99,15,2
655378,2014-6-08 08:24:10,check-in,0,67,1,1
655459,2014-6-08 08:42:36,check-in,99,77,14,3
656123,2014-6-08 08:51:44,check-in,0,67,14,4
656653,2014-6-08 08:21:55,check-in,99,77,15,4
657292,2014-6-08 08:01:31,check-in,99,77,22,18
657862,2014-6-08 08:37:09,check-in,0,67,24,3
658223,2014-6-08 08:09:04,check-in,63,99,13,5
658367,2014-6-08 08:10:17,check-in,63,99,12,3
659085,2014-6-08 08:30:51,check-in,0,67,20,4
659110,2014-6-08 08:41:44,check-in,63,99,22,3
659383,2014-6-08 08:36:36,check-in,0,67,12,3
659961,2014-6-08 08:51:30,check-in,63,99,26,3
660201,2014-6-08 08:11:26,check-in,99,77,30,3
660203,2014-6-08 08:48:53,check-in,0,67,10,4
660361,2014-6-08 08:26:24,check-in,99,77,13,4
660551,2014-6-08 08:12:56,check-in,63,99,20,3
